"","Oligodendrocytes_vs_OPC","Oligodendrocytes_vs_Astrocytes","Oligodendrocytes_vs_Microglia","Oligodendrocytes_vs_Endothelial","Oligodendrocytes_vs_Excitatory","Oligodendrocytes_vs_Inhibitory","OPC_vs_Oligodendrocytes","OPC_vs_Astrocytes","OPC_vs_Microglia","OPC_vs_Endothelial","OPC_vs_Excitatory","OPC_vs_Inhibitory","Astrocytes_vs_Oligodendrocytes","Astrocytes_vs_OPC","Astrocytes_vs_Microglia","Astrocytes_vs_Endothelial","Astrocytes_vs_Excitatory","Astrocytes_vs_Inhibitory","Microglia_vs_Oligodendrocytes","Microglia_vs_OPC","Microglia_vs_Astrocytes","Microglia_vs_Endothelial","Microglia_vs_Excitatory","Microglia_vs_Inhibitory","Endothelial_vs_Oligodendrocytes","Endothelial_vs_OPC","Endothelial_vs_Astrocytes","Endothelial_vs_Microglia","Endothelial_vs_Excitatory","Endothelial_vs_Inhibitory","Excitatory_vs_Oligodendrocytes","Excitatory_vs_OPC","Excitatory_vs_Astrocytes","Excitatory_vs_Microglia","Excitatory_vs_Endothelial","Excitatory_vs_Inhibitory","Inhibitory_vs_Oligodendrocytes","Inhibitory_vs_OPC","Inhibitory_vs_Astrocytes","Inhibitory_vs_Microglia","Inhibitory_vs_Endothelial","Inhibitory_vs_Excitatory"
"PCBP1",0.023650181949922,0.0700237100399677,0.0518139090613727,0,-0.291253089847853,-0.110030926721693,-0.023650181949922,0,0,0,-0.314903271797775,0,-0.0700237100399677,0,-0.0182098009785949,-0.157921571371391,-0.361276799887821,-0.18005463676166,-0.0518139090613727,0,0.0182098009785949,0,0,0,0,0,0.157921571371391,0,0,0,0.291253089847853,0.314903271797775,0.361276799887821,0,0,0.18122216312616,0.110030926721693,0,0.18005463676166,0,0,-0.18122216312616
"PCBP2",0.0271837596899407,0,0.143963577051592,0,-0.414901277100051,0,-0.0271837596899407,-0.0625627780570743,0.116779817361651,0,-0.442085036789991,-0.204085018368996,0,0.0625627780570743,0.179342595418725,0,-0.379522258732917,0,-0.143963577051592,-0.116779817361651,-0.179342595418725,0,-0.558864854151642,-0.320864835730647,0,0,0,0,0,0,0.414901277100051,0.442085036789991,0.379522258732917,0.558864854151642,0,0.238000018420996,0,0.204085018368996,0,0.320864835730647,0,-0.238000018420996
"PCBP3",0.0737403833526096,-0.0496789385709135,0,0,-0.285727685223758,-0.266373892198349,-0.0737403833526096,-0.123419321923523,-0.0255524443915571,-0.197734446071308,-0.359468068576368,-0.340114275550958,0.0496789385709135,0.123419321923523,0.097866877531966,0,-0.236048746652845,-0.216694953627435,0,0.0255524443915571,-0.097866877531966,0,0,-0.314561831159401,0,0.197734446071308,0,0,0,0,0.285727685223758,0.359468068576368,0.236048746652845,0,0,0.0193537930254095,0.266373892198349,0.340114275550958,0.216694953627435,0.314561831159401,0,-0.0193537930254095
"PPRC1",0,0,0,0,-0.0927353909556015,-0.029153564948889,0,0,-0.0059853821534146,0,-0.0794153438676146,-0.0158335178609021,0,0,0,0,-0.0747972067199612,-0.0112153807132487,0,0.0059853821534146,0,0,-0.0734299617142,-0.00984813570748755,0,0,0,0,-0.0817116900462647,0,0.0927353909556015,0.0794153438676146,0.0747972067199612,0.0734299617142,0.0817116900462647,0.0635818260067125,0.029153564948889,0.0158335178609021,0.0112153807132487,0.00984813570748755,0,-0.0635818260067125
"PTBP1",0,0,-0.0289555511659214,0,-0.193856138985185,-0.0810781472517839,0,0,0,0,-0.14282594487102,-0.030047953137619,0,0,-0.0198451630877756,0,-0.184745750907039,-0.0719677591736381,0.0289555511659214,0,0.0198451630877756,0,-0.164900587819264,-0.0521225960858624,0,0,0,0,0,0,0.193856138985185,0.14282594487102,0.184745750907039,0.164900587819264,0,0,0.0810781472517839,0.030047953137619,0.0719677591736381,0.0521225960858624,0,0
"QKI",0.856035631881516,0.896921519860096,1.79453276608839,1.98615793418145,3.07957456997866,1.65036770077788,-0.856035631881516,0,0.938497134206877,1.13012230229993,2.22353893809715,0.794332068896368,-0.896921519860096,0,0.897611246228297,1.08923641432135,2.18265305011857,0.753446180917788,-1.79453276608839,-0.938497134206877,-0.897611246228297,0,1.28504180389027,-0.14416506531051,-1.98615793418145,-1.13012230229993,-1.08923641432135,0,1.09341663579722,0,-3.07957456997866,-2.22353893809715,-2.18265305011857,-1.28504180389027,-1.09341663579722,-1.42920686920078,-1.65036770077788,-0.794332068896368,-0.753446180917788,0.14416506531051,0,1.42920686920078
"RALY",0.163244190999956,0.0855982145553646,0.0570586694927822,0,-0.192464457148701,0.0563010994196249,-0.163244190999956,-0.0776459764445916,-0.106185521507174,0,-0.355708648148658,0,-0.0855982145553646,0.0776459764445916,-0.0285395450625825,0,0,-0.0292971151357397,-0.0570586694927822,0.106185521507174,0.0285395450625825,0,-0.249523126641483,-0.000757570073157243,0,0,0,0,0,0,0.192464457148701,0.355708648148658,0,0.249523126641483,0,0.248765556568326,-0.0563010994196249,0,0.0292971151357397,0.000757570073157243,0,-0.248765556568326
"RBFOX1",-1.48344144961242,-0.40726330627298,-0.0674172835167248,-2.2087691526339,-5.98106793581215,-5.0644977955975,1.48344144961242,1.07617814333944,1.41602416609569,-0.725327703021478,-4.49762648619974,-3.58105634598508,0.40726330627298,-1.07617814333944,0.339846022756255,-1.80150584636092,-5.57380462953917,-4.65723448932452,0.0674172835167248,-1.41602416609569,-0.339846022756255,-2.14135186911717,-5.91365065229543,-4.99708051208077,2.2087691526339,0.725327703021478,1.80150584636092,2.14135186911717,-3.77229878317826,-2.8557286429636,5.98106793581215,4.49762648619974,5.57380462953917,5.91365065229543,3.77229878317826,0.916570140214655,5.0644977955975,3.58105634598508,4.65723448932452,4.99708051208077,2.8557286429636,-0.916570140214655
"RBM24",0,0,0,0,-0.353703488038895,0,0,0,0,0,-0.351313534646581,0,0,0,0,0,-0.352204237578076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353703488038895,0.351313534646581,0.352204237578076,0,0,0.221384584717508,0,0,0,0,0,-0.221384584717508
"RBM28",-0.129923691919594,-0.35696547777224,0.151101909369937,0,-0.412840162144271,-0.306881889918452,0.129923691919594,-0.227041785852646,0.28102560128953,0,0,-0.176958197998858,0.35696547777224,0.227041785852646,0.508067387142176,0.387960504334544,-0.0558746843720315,0.0500835878537875,-0.151101909369937,-0.28102560128953,-0.508067387142176,0,-0.563942071514208,-0.457983799288389,0,0,-0.387960504334544,0,0,-0.337876916480756,0.412840162144271,0,0.0558746843720315,0.563942071514208,0,0.105958272225819,0.306881889918452,0.176958197998858,-0.0500835878537875,0.457983799288389,0.337876916480756,-0.105958272225819
"RBM3",0,-0.0753162976782813,0,0,-0.184528158613326,-0.100716435234107,0,-0.0302599021887302,0,0,-0.139471763123775,-0.0556600397445561,0.0753162976782813,0.0302599021887302,0,0,-0.109211860935045,-0.0254001375558259,0,0,0,0,-0.166914849853429,-0.0831031264742104,0,0,0,0,-0.0780577772348809,0,0.184528158613326,0.139471763123775,0.109211860935045,0.166914849853429,0.0780577772348809,0.083811723379219,0.100716435234107,0.0556600397445561,0.0254001375558259,0.0831031264742104,0,-0.083811723379219
"RBM38",0,-0.0354257106210243,0,0,-0.0247322345496075,0.00947459988993993,0,-0.0297906452412295,-0.00355068795234659,0,-0.0190971691698127,0.0151096652697347,0.0354257106210243,0.0297906452412295,0,0,0.0106934760714168,0.0449003105109642,0,0.00355068795234659,0,0,-0.0155464812174662,0.0186603532220813,0,0,0,0,0.0325436997799471,0.0667505342194945,0.0247322345496075,0.0190971691698127,-0.0106934760714168,0.0155464812174662,-0.0325436997799471,0.0342068344395474,-0.00947459988993993,-0.0151096652697347,-0.0449003105109642,-0.0186603532220813,-0.0667505342194945,-0.0342068344395474
"RBM4",-0.159804781134339,-0.0442568251884652,0,0,-0.947378053087793,-0.524716601387903,0.159804781134339,0.115547955945874,0.177296216174514,0,-0.787573271953453,-0.364911820253564,0.0442568251884652,-0.115547955945874,0,0,-0.903121227899327,-0.480459776199438,0,-0.177296216174514,0,0,-0.964869488127967,-0.542208036428077,0,0,0,0,-0.925588850695993,-0.502927398996104,0.947378053087793,0.787573271953453,0.903121227899327,0.964869488127967,0.925588850695993,0.422661451699889,0.524716601387903,0.364911820253564,0.480459776199438,0.542208036428077,0.502927398996104,-0.422661451699889
"RBM41",-0.129371489891411,0,0,0,-0.525153398003997,-0.335362992013889,0.129371489891411,0.0953046684247101,0.168360538813431,0.233740252677923,-0.395781908112586,-0.205991502122478,0,-0.0953046684247101,0,0,-0.491086576537296,-0.301296170547188,0,-0.168360538813431,0,0,-0.564142446926017,-0.374352040935909,0,-0.233740252677923,0,0,-0.629522160790509,-0.439731754800401,0.525153398003997,0.395781908112586,0.491086576537296,0.564142446926017,0.629522160790509,0.189790405990108,0.335362992013889,0.205991502122478,0.301296170547188,0.374352040935909,0.439731754800401,-0.189790405990108
"RBM42",0.0028296970638384,0,0,0,-0.0520834440932834,-0.0208921713266328,-0.0028296970638384,0,0,0,-0.0549131411571218,-0.0237218683904712,0,0,0,0,-0.062505412248451,-0.0313141394818004,0,0,0,0,-0.0661877513462983,-0.0349964785796477,0,0,0,0,-0.0646023530840305,0,0.0520834440932834,0.0549131411571218,0.062505412248451,0.0661877513462983,0.0646023530840305,0.0311912727666506,0.0208921713266328,0.0237218683904712,0.0313141394818004,0.0349964785796477,0,-0.0311912727666506
"RBM45",-0.0767343362005311,0,0.0619537635588807,0,-0.365745412763965,-0.218380616348248,0.0767343362005311,0.0745842334363704,0.138688099759412,0,-0.289011076563433,0,0,-0.0745842334363704,0,0,-0.363595309999804,-0.216230513584088,-0.0619537635588807,-0.138688099759412,0,0,-0.427699176322845,-0.280334379907129,0,0,0,0,0,0,0.365745412763965,0.289011076563433,0.363595309999804,0.427699176322845,0,0,0.218380616348248,0,0.216230513584088,0.280334379907129,0,0
"RBM46",0,0,0,0,-0.00615775770537397,-0.00293046509055217,0,0,0.000119201161637106,0,-0.00550558449145999,-0.00227829187663819,0,0,0,0,-0.00241611716781542,0.000811175447006374,0,-0.000119201161637106,0,0,-0.0056247856530971,-0.0023974930382753,0,0,0,0,0.00230640468732624,0,0.00615775770537397,0.00550558449145999,0.00241611716781542,0.0056247856530971,-0.00230640468732624,0.0032272926148218,0.00293046509055217,0.00227829187663819,-0.000811175447006374,0.0023974930382753,0,-0.0032272926148218
"RBM47",0,0,-1.18061581609424,-0.808395965527172,-0.0302780458370866,-0.0165345801799897,0,0,-1.1702231943826,-0.798003343815536,-0.0198854241254505,-0.00614195846835353,0,0,-1.16693878954351,-0.794718938976448,-0.0166010192863624,-0.00285755362926543,1.18061581609424,1.1702231943826,1.16693878954351,0.372219850567064,1.15033777025715,1.16408123591425,0.808395965527172,0.798003343815536,0.794718938976448,-0.372219850567064,0.778117919690086,0.791861385347183,0.0302780458370866,0.0198854241254505,0.0166010192863624,-1.15033777025715,-0.778117919690086,0.0137434656570969,0.0165345801799897,0.00614195846835353,0.00285755362926543,-1.16408123591425,-0.791861385347183,-0.0137434656570969
"RBM5",0,0.00835965893896473,0.331005351391841,0.152777139822255,-0.716458708045283,0,0,0.0808515516499655,0.403497244102842,0.225269032533256,-0.643966815334282,0,-0.00835965893896473,-0.0808515516499655,0.322645692452877,0,-0.724818366984248,-0.210341074760925,-0.331005351391841,-0.403497244102842,-0.322645692452877,-0.178228211569586,-1.04746405943712,-0.532986767213802,-0.152777139822255,-0.225269032533256,0,0.178228211569586,-0.869235847867538,-0.354758555644216,0.716458708045283,0.643966815334282,0.724818366984248,1.04746405943712,0.869235847867538,0.514477292223323,0,0,0.210341074760925,0.532986767213802,0.354758555644216,-0.514477292223323
"RBM6",-0.17789285581923,-0.366471289300738,-0.086330325362397,-0.396348409487524,-1.53338622674343,-0.914334907835624,0.17789285581923,-0.188578433481509,0,-0.218455553668295,-1.3554933709242,-0.736442052016395,0.366471289300738,0.188578433481509,0.280140963938341,0,-1.16691493744269,-0.547863618534886,0.086330325362397,0,-0.280140963938341,-0.310018084125127,-1.44705590138103,-0.828004582473227,0.396348409487524,0.218455553668295,0,0.310018084125127,-1.1370378172559,-0.5179864983481,1.53338622674343,1.3554933709242,1.16691493744269,1.44705590138103,1.1370378172559,0.619051318907804,0.914334907835624,0.736442052016395,0.547863618534886,0.828004582473227,0.5179864983481,-0.619051318907804
"RBM8A",0.00213164042029668,0,0,0,-0.223961285617588,-0.0895037963577674,-0.00213164042029668,0,0,0,0,0,0,0,0,0,0,-0.0941060942775018,0,0,0,0,-0.258752439609752,-0.124294950349931,0,0,0,0,0,0,0.223961285617588,0,0,0.258752439609752,0,0,0.0895037963577674,0,0.0941060942775018,0.124294950349931,0,0
"RBMS1",-0.657576565778333,0,-0.550539777927552,-0.74814586498843,-1.06965459933391,-1.02705143428869,0.657576565778333,0.651409918761596,0,0,-0.412078033555576,-0.369474868510359,0,-0.651409918761596,-0.544373130910815,-0.741979217971693,-1.06348795231717,-1.02088478727196,0.550539777927552,0,0.544373130910815,-0.197606087060878,-0.519114821406358,-0.47651165636114,0.74814586498843,0,0.741979217971693,0.197606087060878,0,0,1.06965459933391,0.412078033555576,1.06348795231717,0.519114821406358,0,0.0426031650452177,1.02705143428869,0.369474868510359,1.02088478727196,0.47651165636114,0,-0.0426031650452177
"RBMS3",-1.73042896801665,-2.32204404894993,0,-1.53123896721492,-1.05439028366147,-3.39690365993642,1.73042896801665,-0.59161508093328,1.75294597718623,0,0.676038684355178,-1.66647469191977,2.32204404894993,0.59161508093328,2.34456105811951,0.790805081735011,1.26765376528846,-1.07485961098649,0,-1.75294597718623,-2.34456105811951,-1.55375597638449,-1.07690729283105,-3.41942066910599,1.53123896721492,0,-0.790805081735011,1.55375597638449,0.476848683553446,-1.8656646927215,1.05439028366147,-0.676038684355178,-1.26765376528846,1.07690729283105,-0.476848683553446,-2.34251337627495,3.39690365993642,1.66647469191977,1.07485961098649,3.41942066910599,1.8656646927215,2.34251337627495
"RSF1",-0.257278455214765,-0.230801656522305,0.148075965661888,0,-1.23565492109598,-0.692025669285758,0.257278455214765,0,0.405354420876652,0.345076346322998,-0.978376465881219,-0.434747214070993,0.230801656522305,0,0.378877622184193,0.318599547630538,-1.00485326457368,-0.461224012763453,-0.148075965661888,-0.405354420876652,-0.378877622184193,0,-1.38373088675787,-0.840101634947646,0,-0.345076346322998,-0.318599547630538,0,-1.32345281220422,-0.779823560393991,1.23565492109598,0.978376465881219,1.00485326457368,1.38373088675787,1.32345281220422,0.543629251810225,0.692025669285758,0.434747214070993,0.461224012763453,0.840101634947646,0.779823560393991,-0.543629251810225
"SAMD4A",-1.86189747266344,-2.32418080865041,-0.245570448623618,-1.51174550642683,-0.771318317722509,-0.974280532297208,1.86189747266344,-0.462283335986976,1.61632702403982,0.350151966236605,1.09057915494093,0.887616940366228,2.32418080865041,0.462283335986976,2.07861036002679,0.812435302223582,1.5528624909279,1.3499002763532,0.245570448623618,-1.61632702403982,-2.07861036002679,-1.26617505780321,-0.52574786909889,-0.72871008367359,1.51174550642683,-0.350151966236605,-0.812435302223582,1.26617505780321,0.740427188704323,0.537464974129623,0.771318317722509,-1.09057915494093,-1.5528624909279,0.52574786909889,-0.740427188704323,-0.2029622145747,0.974280532297208,-0.887616940366228,-1.3499002763532,0.72871008367359,-0.537464974129623,0.2029622145747
"SART3",0,0,0,0,-0.520072529213919,-0.287594678872398,0,0,0,0,-0.46469715098297,-0.232219300641448,0,0,0,0,-0.506158857873916,-0.273681007532395,0,0,0,0,-0.530401959412363,-0.297924109070841,0,0,0,0,-0.535689571346825,0,0.520072529213919,0.46469715098297,0.506158857873916,0.530401959412363,0.535689571346825,0.232477850341521,0.287594678872398,0.232219300641448,0.273681007532395,0.297924109070841,0,-0.232477850341521
"SF1",0.156736753287087,-0.0462059971388415,0.293391176249773,0.157119804519367,-0.281132994818101,0.0381536681766148,-0.156736753287087,-0.202942750425929,0.136654422962686,0,-0.437869748105189,0,0.0462059971388415,0.202942750425929,0.339597173388615,0.203325801658208,-0.23492699767926,0.0843596653154564,-0.293391176249773,-0.136654422962686,-0.339597173388615,0,-0.574524171067875,-0.255237508073159,-0.157119804519367,0,-0.203325801658208,0,0,0,0.281132994818101,0.437869748105189,0.23492699767926,0.574524171067875,0,0.319286662994716,-0.0381536681766148,0,-0.0843596653154564,0.255237508073159,0,-0.319286662994716
"SFPQ",-0.348311743858067,-0.367434218693698,0.303147333196238,0.21491390579486,-0.840293124823878,-0.380252713713096,0.348311743858067,-0.0191224748356311,0.651459077054305,0.563225649652927,-0.491981380965811,-0.0319409698550297,0.367434218693698,0.0191224748356311,0.670581551889936,0.582348124488558,-0.47285890613018,-0.0128184950193986,-0.303147333196238,-0.651459077054305,-0.670581551889936,0,-1.14344045802012,-0.683400046909334,-0.21491390579486,-0.563225649652927,-0.582348124488558,0,-1.05520703061874,-0.595166619507956,0.840293124823878,0.491981380965811,0.47285890613018,1.14344045802012,1.05520703061874,0.460040411110782,0.380252713713096,0.0319409698550297,0.0128184950193986,0.683400046909334,0.595166619507956,-0.460040411110782
"SNRNP70",0,0,0.34071028140017,0,-0.7896084920902,-0.483487710116428,0,0,0.361051494778717,0,-0.769267278711653,-0.463146496737881,0,0,0.349201340552248,0,-0.781117432938122,-0.47499665096435,-0.34071028140017,-0.361051494778717,-0.349201340552248,-0.296608012268631,-1.13031877349037,-0.824197991516598,0,0,0,0.296608012268631,-0.833710761221739,-0.527589979247967,0.7896084920902,0.769267278711653,0.781117432938122,1.13031877349037,0.833710761221739,0.306120781973772,0.483487710116428,0.463146496737881,0.47499665096435,0.824197991516598,0.527589979247967,-0.306120781973772
"SNRPA",0,0,-0.0277592772479625,0,-0.100562558680648,-0.0669105180981455,0,0,-0.0190824858250058,0,-0.0918857672576918,-0.0582337266751889,0,0,-0.0291230940924405,0,-0.101926375525127,-0.0682743349426236,0.0277592772479625,0.0190824858250058,0.0291230940924405,0,-0.072803281432686,-0.0391512408501831,0,0,0,0,-0.0699028303445486,0,0.100562558680648,0.0918857672576918,0.101926375525127,0.072803281432686,0.0699028303445486,0.0336520405825029,0.0669105180981455,0.0582337266751889,0.0682743349426236,0.0391512408501831,0,-0.0336520405825029
"SRP54",0,-0.0577013491445815,0.177636280317181,0,-0.297067454033093,-0.141810967148357,0,-0.0410412601208328,0.194296369340929,0,0,0,0.0577013491445815,0.0410412601208328,0.235337629461762,0,-0.239366104888511,-0.0841096180037759,-0.177636280317181,-0.194296369340929,-0.235337629461762,-0.176582003955922,-0.474703734350274,-0.319447247465538,0,0,0,0.176582003955922,0,0,0.297067454033093,0,0.239366104888511,0.474703734350274,0,0,0.141810967148357,0,0.0841096180037759,0.319447247465538,0,0
"SRSF1",-0.140285206515367,0,0.0638171480201295,0,-0.41168230115237,-0.35016432555385,0.140285206515367,0.119699270776378,0.204102354535497,0,0,-0.209879119038483,0,-0.119699270776378,0.0844030837591188,0,-0.391096365413381,-0.329578389814861,-0.0638171480201295,-0.204102354535497,-0.0844030837591188,0,-0.4754994491725,-0.413981473573979,0,0,0,0,0,0,0.41168230115237,0,0.391096365413381,0.4754994491725,0,0.0615179755985205,0.35016432555385,0.209879119038483,0.329578389814861,0.413981473573979,0,-0.0615179755985205
"SRSF10",-0.170953751573525,-0.0705050888029877,0.0858655130341119,0,-0.820440783573209,-0.400214756945145,0.170953751573525,0.100448662770537,0.256819264607637,0,-0.649487031999684,-0.22926100537162,0.0705050888029877,-0.100448662770537,0.1563706018371,0,-0.749935694770222,-0.329709668142157,-0.0858655130341119,-0.256819264607637,-0.1563706018371,0,-0.906306296607321,-0.486080269979257,0,0,0,0,-0.819566598526503,-0.399340571898438,0.820440783573209,0.649487031999684,0.749935694770222,0.906306296607321,0.819566598526503,0.420226026628064,0.400214756945145,0.22926100537162,0.329709668142157,0.486080269979257,0.399340571898438,-0.420226026628064
"SRSF2",0,0,0,0,-0.283808686322123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.270196020834082,-0.131783908468399,0,0,0,0,0,0,0.283808686322123,0,0,0.270196020834082,0,0,0,0,0,0.131783908468399,0,0
"SRSF7",-0.12010122400035,0,-0.11647989121977,0,-0.663567300860156,-0.410712065412836,0.12010122400035,0.126527429022171,0.00362133278057941,0,-0.543466076859806,-0.290610841412486,0,-0.126527429022171,-0.122906096241592,0,-0.669993505881977,-0.417138270434658,0.11647989121977,-0.00362133278057941,0.122906096241592,0,-0.547087409640386,-0.294232174193066,0,0,0,0,-0.590994015487548,0,0.663567300860156,0.543466076859806,0.669993505881977,0.547087409640386,0.590994015487548,0.25285523544732,0.410712065412836,0.290610841412486,0.417138270434658,0.294232174193066,0,-0.25285523544732
"SRSF9",0,-0.0548452358316562,0,0,0,-0.180329874859472,0,0,0,0,0,0,0.0548452358316562,0,0,0,-0.230842736181061,0,0,0,0,0,-0.275612659277183,0,0,0,0,0,0,0,0,0,0.230842736181061,0.275612659277183,0,0.105358097153245,0.180329874859472,0,0,0,0,-0.105358097153245
"TARDBP",-0.000541010249322182,0,0.118536264830053,0,-0.491753326377633,-0.233674977130439,0.000541010249322182,0,0.119077275079375,0,-0.491212316128311,-0.233133966881117,0,0,0.109844758933196,0,-0.50044483227449,-0.242366483027296,-0.118536264830053,-0.119077275079375,-0.109844758933196,0,-0.610289591207686,-0.352211241960493,0,0,0,0,-0.568326059376188,0,0.491753326377633,0.491212316128311,0.50044483227449,0.610289591207686,0.568326059376188,0.258078349247194,0.233674977130439,0.233133966881117,0.242366483027296,0.352211241960493,0,-0.258078349247194
"TIA1",-0.146377769864639,0,0.220075631202008,0.168431690904927,-0.430420413312889,-0.195160249329958,0.146377769864639,0.134164486171241,0.366453401066647,0.314809460769566,0,-0.0487824794653196,0,-0.134164486171241,0.232288914895406,0.180644974598325,-0.418207129619492,-0.182946965636561,-0.220075631202008,-0.366453401066647,-0.232288914895406,0,-0.650496044514898,-0.415235880531967,-0.168431690904927,-0.314809460769566,-0.180644974598325,0,-0.598852104217816,-0.363591940234885,0.430420413312889,0,0.418207129619492,0.650496044514898,0.598852104217816,0.235260163982931,0.195160249329958,0.0487824794653196,0.182946965636561,0.415235880531967,0.363591940234885,-0.235260163982931
"TUT1",0,-0.0367857551698834,0,0,-0.0972788592343903,-0.0470827299176704,0,-0.0303603867126951,0,0,-0.0908534907772021,-0.0406573614604822,0.0367857551698834,0.0303603867126951,0,0,-0.0604931040645069,-0.010296974747787,0,0,0,0,-0.113568622686227,-0.063372493369507,0,0,0,0,0,0,0.0972788592343903,0.0908534907772021,0.0604931040645069,0.113568622686227,0,0.0501961293167199,0.0470827299176704,0.0406573614604822,0.010296974747787,0.063372493369507,0,-0.0501961293167199
"U2AF2",0,0,0,0,-0.14075079729675,-0.0794104831672935,0,0,0.0011845760094773,0,-0.125647635047382,-0.0643073209179255,0,0,0,0,-0.131747488723927,-0.0704071745944703,0,-0.0011845760094773,0,0,-0.126832211056859,-0.0654918969274028,0,0,0,0,0,0,0.14075079729675,0.125647635047382,0.131747488723927,0.126832211056859,0,0.0613403141294564,0.0794104831672935,0.0643073209179255,0.0704071745944703,0.0654918969274028,0,-0.0613403141294564
"YBX1",-0.0858935192049921,0.0387480015302966,0,0,-0.226725974411135,-0.248353378165693,0.0858935192049921,0.124641520735289,0,0,-0.140832455206143,-0.1624598589607,-0.0387480015302966,-0.124641520735289,-0.0626015189078826,0,0,-0.287101379695989,0,0,0.0626015189078826,0,-0.202872457033549,0,0,0,0,0,0,0,0.226725974411135,0.140832455206143,0,0.202872457033549,0,-0.0216274037545574,0.248353378165693,0.1624598589607,0.287101379695989,0,0,0.0216274037545574
"YBX2",0,0,0,0,-0.0180213154235249,-0.000647387129591559,0,0,-0.000236098690150177,0,-0.0175362799909256,-0.000162351696992191,0,0,0,0,-0.0146449056266094,0.002729022667324,0,0.000236098690150177,0,0,-0.0173001813007754,7.37469931579859e-05,0,0,0,0,-0.00936899096035204,0,0.0180213154235249,0.0175362799909256,0.0146449056266094,0.0173001813007754,0.00936899096035204,0.0173739282939334,0.000647387129591559,0.000162351696992191,-0.002729022667324,-7.37469931579859e-05,0,-0.0173739282939334
"ZC3H10",0.0140696136735734,0,0,0,-0.00997993689117038,-0.00295030447618005,-0.0140696136735734,-0.0191895014134309,0,0,-0.0240495505647438,-0.0170199181497535,0,0.0191895014134309,0,0,-0.00486004915131288,0.00216958326367744,0,0,0,0,-0.0317411384339394,-0.0247115060189491,0,0,0,0,-0.0205071511590103,0,0.00997993689117038,0.0240495505647438,0.00486004915131288,0.0317411384339394,0.0205071511590103,0.00702963241499033,0.00295030447618005,0.0170199181497535,-0.00216958326367744,0.0247115060189491,0,-0.00702963241499033
"ZC3H14",-0.0847706949758045,-0.0462636629163564,0.153711741722196,0,-1.15931636375297,-0.476858613025311,0.0847706949758045,0,0.238482436698001,0,-1.07454566877716,-0.392087918049506,0.0462636629163564,0,0.199975404638553,0,-1.11305270083661,-0.430594950108954,-0.153711741722196,-0.238482436698001,-0.199975404638553,-0.18112035094287,-1.31302810547516,-0.630570354747507,0,0,0,0.18112035094287,-1.13190775453229,-0.449450003804637,1.15931636375297,1.07454566877716,1.11305270083661,1.31302810547516,1.13190775453229,0.682457750727657,0.476858613025311,0.392087918049506,0.430594950108954,0.630570354747507,0.449450003804637,-0.682457750727657
"ZCRB1",0,-0.0416657020066762,0.0573660018058262,0,-0.260046566598326,0,0,-0.0402935425249134,0,0,0,0,0.0416657020066762,0.0402935425249134,0.0990317038125024,0,-0.21838086459165,-0.0869583166299339,-0.0573660018058262,0,-0.0990317038125024,0,0,0,0,0,0,0,0,0,0.260046566598326,0,0.21838086459165,0,0,0,0,0,0.0869583166299339,0,0,0
"ZNF638",0.375091791898202,0.604740551654995,1.15751721154682,0.863758602708073,-0.690689089398119,-0.0344823118146214,-0.375091791898202,0.229648759756793,0.782425419648617,0.488666810809871,-1.06578088129632,-0.409574103712823,-0.604740551654995,-0.229648759756793,0.552776659891824,0.259018051053078,-1.29542964105311,-0.639222863469616,-1.15751721154682,-0.782425419648617,-0.552776659891824,-0.293758608838746,-1.84820630094494,-1.19199952336144,-0.863758602708073,-0.488666810809871,-0.259018051053078,0.293758608838746,-1.55444769210619,-0.898240914522694,0.690689089398119,1.06578088129632,1.29542964105311,1.84820630094494,1.55444769210619,0.656206777583498,0.0344823118146214,0.409574103712823,0.639222863469616,1.19199952336144,0.898240914522694,-0.656206777583498
